price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,source,nearest_station,station_city,station_lat,station_lon,annual_aqi,dist_to_station_km
7800000.0,"Sector 3 Vasundhara, Ghaziabad, Delhi NCR",1550.0,28.66326713562012,77.38449096679688,3.0,3.0,2.0,Ready to Move,Resale,Furnished,Flat,5032.258064516129,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.96
5590000.0,"Gurgaon, Sector 36, Gurgaon, Delhi NCR",1081.0,28.4183189,76.9876894,3.0,2.0,3.0,Ready to Move,Resale,Unfurnished,Flat,5171.13783533765,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,5.14
3140000.0,"Greater Noida West, Greater Noida, Sector 4, Greater Noida, Delhi NCR",945.0,28.609898,77.436343,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,3322.7513227513227,Greater Noida,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,6.37
5500000.0,"Palam Vihar, Gurgaon, Delhi NCR",1100.0,28.5080324,77.0336072,4.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,5000.0,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,6.5
4500000.0,"Flat No-101, Building No-6, Om Apartment, Main Dayal Bagh Road, Near Reliance Fresh., Dayal Bagh Colony, Faridabad, Delhi NCR",900.0,28.49224090576172,77.29695129394531,3.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,5000.0,Faridabad,original,Dr Karni Singh,New Delhi,28.4985,77.3023,202.51,0.87
4250000.0,"Noida Extension, Noida, Delhi NCR",1060.0,28.532350540161133,77.40760040283203,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Individual House,4009.433962264151,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,7.8
9500000.0,"Sec.83 Gurgaon, Sector 83, Gurgaon, Delhi NCR",1735.0,28.399598,76.97150985,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,5475.504322766571,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.73
3850000.0,"gulmohar garden resdient Raj nager ext Gziyabadad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1140.0,28.704924,77.4333074293274,2.0,2.0,3.0,Ready to Move,New Property,Semi-Furnished,Flat,3377.1929824561403,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,4.3
5500000.0,"Ranjeet Nagar, New Delhi - West, Delhi NCR",890.0,28.6473168,77.1590517,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6179.775280898876,New Delhi,original,Shadipur,New Delhi,28.6512,77.1507,202.83,0.92
9500000.0,"Sector 65, Gurgaon, Delhi NCR",1020.0,28.403028,77.075396,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,9313.72549019608,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.11
3300000.0,"Indirapuram, Ghaziabad, Delhi NCR",700.0,28.6493479,77.3696259,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4714.285714285715,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.16
2650000.0,"Raja Puri, New Delhi - Dwarka, Delhi NCR",580.0,28.60946083068848,77.04845428466797,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,4568.96551724138,New Delhi,original,NSIT Dwarka,New Delhi,28.6083,77.0321,212.95,1.6
16500000.0,"Plot No.7909, Dlf City Phase 4, Gurgaon, Delhi NCR",1900.0,28.46630477905273,77.08631896972656,3.0,3.0,2.0,Ready to Move,New Property,Unfurnished,Flat,8684.21052631579,Gurgaon,original,Aya Nagar,New Delhi,28.4725,77.1097,186.49,2.39
7500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1593.0,28.640515,77.376783,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4708.097928436911,Ghaziabad,original,Sector 62 Noida,Noida,28.627,77.373,224.41,1.55
13000000.0,"Sector 70, Gurgaon Haryana, Sector 70, Gurgaon, Delhi NCR",1958.0,28.394708,77.01856,3.0,3.0,2.0,Ready to Move,Resale,Unfurnished,Individual House,6639.427987742594,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,6.19
7000000.0,"Omicron 1, Greater Noida, Delhi NCR",1731.0,28.4625634,77.5627065,3.0,3.0,3.0,Ready to Move,Resale,Unfurnished,Flat,4043.905257076834,Greater Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,5.89
3200000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1000.0,28.6900486,77.3405361,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,3200.0,Ghaziabad,original,IHBAS Dilshad Garden,New Delhi,28.683,77.312,193.04,2.89
3500000.0,"Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",850.0,28.6452824,77.3621025,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4117.64705882353,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.55
13000000.0,"Ramesh Nagar, New Delhi - West, Delhi NCR",1400.0,28.649336,77.134317,5.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,9285.714285714286,New Delhi,original,Shadipur,New Delhi,28.6512,77.1507,202.83,1.61
3200000.0,"Sector 6 Vaishali, Ghaziabad, Delhi NCR",850.0,28.648588180541992,77.35334014892578,2.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,3764.705882352941,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.62
3500000.0,"Shalimar garden, Ghaziabad, Delhi NCR",900.0,28.6895694732666,77.33861541748047,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,3888.8888888888887,Ghaziabad,original,IHBAS Dilshad Garden,New Delhi,28.683,77.312,193.04,2.7
14400000.0,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",2150.0,28.385432,77.017122,3.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House,6697.674418604651,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.23
7900000.0,"Sector 106, Noida, Delhi NCR",1575.0,28.549346,77.3775877307659,3.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Individual House,5015.873015873016,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,4.77
5700000.0,"Virender Nagar, New Delhi - West, Delhi NCR",892.0,28.62348175048828,77.09696960449219,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,6390.134529147982,New Delhi,original,Pusa DPCC,New Delhi,28.6381,77.1497,201.17,5.4
4500000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",970.0,28.646286,77.406051,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,4639.175257731959,Ghaziabad,original,Sector 62 Noida,Noida,28.627,77.373,224.41,3.87
4650000.0,"Sector 74, Noida, Delhi NCR",930.0,28.574637,77.388803,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,5000.0,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,6.02
4400000.0,"Shastri Nagar Block B, New Delhi - North, Delhi NCR",540.0,28.6757345,77.1797451,2.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,8148.148148148148,New Delhi,original,Ashok Vihar,New Delhi,28.6928,77.1833,215.95,1.93
6500000.0,"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1299.0,28.519997,77.376873,3.0,2.0,4.0,Ready to Move,New Property,Semi-Furnished,Individual House,5003.849114703618,Ghaziabad,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,5.43
6000000.0,"near chander Nagar club, Chander Nagar, Ghaziabad, Delhi NCR",1400.0,28.668378,77.330951,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4285.714285714285,Ghaziabad,original,Vivek Vihar,New Delhi,28.67,77.315,217.77,1.57
2800000.0,"S88  parampuri, Param Puri, New Delhi - West, Delhi NCR",560.0,28.63475799560547,77.049072265625,2.0,2.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,5000.0,New Delhi,original,NSIT Dwarka,New Delhi,28.6083,77.0321,212.95,3.38
3800000.0,"gulmohur garden Raj Nagar Ext, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1290.0,28.704924,77.4333074293274,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,2945.736434108527,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,4.3
11000000.0,"Shalimar Bagh AG Block, New Delhi - North, Delhi NCR",900.0,28.70358085632324,77.16258239746094,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Individual House,12222.222222222224,New Delhi,original,Wazirpur,New Delhi,28.6975,77.1637,225.26,0.68
15000000.0,"Teacher Vihar, Nilothi Extn, New Delhi - West, Delhi NCR",2200.0,28.642108917236328,77.06121826171875,4.0,4.0,4.0,Ready to Move,Resale,Unfurnished,Flat,6818.181818181818,New Delhi,original,NSIT Dwarka,New Delhi,28.6083,77.0321,212.95,4.71
7600000.0,"Sector 46, Faridabad, Delhi NCR",1769.0,28.4368628676318,77.3016202547915,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4296.212549462974,Faridabad,original,Dr Karni Singh,New Delhi,28.4985,77.3023,202.51,6.85
8700000.0,"Manesar, Gurgaon, Delhi NCR",1845.0,28.490613,77.080014,3.0,4.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4715.447154471544,Gurgaon,original,Aya Nagar,New Delhi,28.4725,77.1097,186.49,3.53
4100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,28.700114119298,77.4262625120552,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,3796.296296296296,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,3.99
8500000.0,"Sector 33, Gurgaon, Delhi NCR",1570.0,28.4242266,77.0531367,3.0,4.0,3.0,Ready to Move,New Property,Semi-Furnished,Individual House,5414.012738853503,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,3.91
6000000.0,"sector 100 noida, Sector 100, Noida, Delhi NCR",1250.0,28.5467754733738,77.371622,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,4800.0,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,4.17
5000000.0,"Plot no 717 f1 sector 3 vasundara ghaziabad., Vasundhara, Ghaziabad, Delhi NCR",900.0,28.66269493103028,77.38430786132812,3.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,5555.555555555556,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.93
7000000.0,"Ranjeet Nagar, New Delhi - West, Delhi NCR",900.0,28.647315979003903,77.15904998779297,2.0,2.0,2.0,Ready to Move,New Property,Semi-Furnished,Flat,7777.777777777777,New Delhi,original,Shadipur,New Delhi,28.6512,77.1507,202.83,0.92
14000000.0,"Sector 109, Gurgaon, Delhi NCR",2050.0,28.5081375,77.008965,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6829.268292682927,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,6.68
14500000.0,"Surya Nagar, Brij Vihar, Ghaziabad, Delhi NCR",3330.0,28.6693269,77.336336,7.0,5.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4354.354354354355,Ghaziabad,original,Vivek Vihar,New Delhi,28.67,77.315,217.77,2.08
9400000.0,"Vikaspuri, New Delhi, Vikaspuri, New Delhi - West, Delhi NCR",1000.0,28.6447749457292,77.0694206893287,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,9400.0,New Delhi,original,NSIT Dwarka,New Delhi,28.6083,77.0321,212.95,5.45
8400000.0,"8th floor, Greater Noida West, Greater Noida, Uttar Pradesh, Greater Noida West, Greater Noida, Delhi NCR",1985.0,28.5838869793513,77.4321686760026,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat,4231.738035264483,Greater Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,7.51
6500000.0,"1/5141, Street No 5, Balbir Nagar, Shahdara, New Delhi, Balbir Nagar, New Delhi - East, Delhi NCR",1008.0,28.66741943359375,77.22793579101562,3.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,6448.412698412699,New Delhi,original,Chandni Chowk,New Delhi,28.6562,77.23,245.34,1.26
3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",920.0,28.699311,77.4311,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House,3478.260869565217,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,3.75
3500000.0,"Plot No GH 6 C Sector 1 Bisrakh Village, Greater Noida West 201308, Noida Extension, Noida, Delhi NCR",997.0,28.572023,77.432904,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,3510.5315947843533,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,8.46
3400000.0,"Indirapuram, Ghaziabad, Delhi NCR",850.0,28.6493479,77.3696259,2.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,4000.0,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.16
3000000.0,"Sector 151, Noida, Sector 151, Noida, Delhi NCR",928.0,28.4449709071381,77.465759,2.0,2.0,2.0,Ready to Move,New Property,Semi-Furnished,Flat,3232.758620689656,Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,4.97
5200000.0,"Amrapali Village Indrapuram, Indirapuram, Ghaziabad, Delhi NCR",1350.0,28.634729,77.35832,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,3851.851851851852,Ghaziabad,original,Sector 62 Noida,Noida,28.627,77.373,224.41,1.67
4000000.0,"2/4, Vaishali Extension, Ghaziabad, Uttar Pradesh, India., Vaishali Extension, Ghaziabad, Delhi NCR",1000.0,28.6520739,77.3493764,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4000.0,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.71
5000000.0,"Chiranjiv Vihar, Ghaziabad, Delhi NCR",1520.0,28.6701035,77.4724725,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,3289.4736842105262,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,2.99
12100000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1100.0,28.7281514404759,77.0842806312878,3.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House,11000.0,New Delhi,original,DTU,New Delhi,28.75,77.1189,210.88,4.16
5200000.0,"Sector 143, Noida, Sector 143, Noida, Delhi NCR",1234.0,28.500621,77.424203,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,4213.938411669368,Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,8.33
7500000.0,"sector 76, Sector 76, Noida, Delhi NCR",1220.0,28.575371,77.3843750590211,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6147.540983606557,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,5.85
8000000.0,"Sector 82, Gurgaon., Sector 82, Gurgaon, Delhi NCR",1790.0,28.395841,76.962664,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4469.27374301676,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,8.64
4500000.0,"Beta 2, Greater Noida, Delhi NCR",1225.0,28.4846690152963,77.5138622752364,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,3673.469387755102,Greater Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,1.49
7600000.0,"Sector 88, Faridabad, Delhi NCR",1900.0,28.4167716612587,77.3552222956695,4.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House,4000.0,Faridabad,original,Sector 16A,Faridabad,28.367,77.312,199.36,6.96
3400000.0,"Chuharpur Khadar, Greater Noida, Delhi NCR",1000.0,28.4265996,77.5077563,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,3400.0,Greater Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,5.33
8800000.0,"Sector 100, Noida, Delhi NCR",1691.0,28.5434121846104,77.367853,3.0,4.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,5204.021289178001,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,3.8
3700000.0,"Sector 85, Faridabad, Delhi NCR",966.0,28.4042306,77.3559561,3.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Individual House,3830.2277432712217,Faridabad,original,Sector 16A,Faridabad,28.367,77.312,199.36,5.97
8800000.0,"Sector 87, Faridabad, Delhi NCR",2000.0,28.419868,77.341057,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4400.0,Faridabad,original,Sector 16A,Faridabad,28.367,77.312,199.36,6.53
3800000.0,"Gyan Khand 2, Ghaziabad, Delhi NCR",700.0,28.6436225,77.352839,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,5428.571428571428,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,2.08
8500000.0,"Sector 15, Gurgaon, Delhi NCR",900.0,28.4563861,77.0427847,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,9444.444444444443,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,1.79
4000000.0,"1466., Sector 65, Faridabad, Delhi NCR",950.0,28.3113031,77.339111,2.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,4210.526315789473,Faridabad,original,Sector 16A,Faridabad,28.367,77.312,199.36,6.74
5800000.0,"Sector 78, Noida, Delhi NCR",1074.0,28.5645262550154,77.3837088317449,2.0,2.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House,5400.372439478585,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,5.78
4500000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1425.0,28.7040534,77.4373305,3.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,3157.894736842105,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,4.15
4200000.0,"Rz 21 C syndicate enclave street no.5 dabri more new delhi 110045, Dabri, New Delhi - West, Delhi NCR",900.0,28.60865974426269,77.0905990600586,3.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Individual House,4666.666666666667,New Delhi,original,Dwarka Sector 8,New Delhi,28.5825,77.046,229.58,5.24
7600000.0,"Main, Dwarka Expy, Sector 84, Gurugram, Haryana, Sector 84, Gurgaon, Delhi NCR",1725.0,28.403432,76.965023,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4405.797101449275,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.9
5000000.0,"4th floor, Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",650.0,28.5712739,77.07314,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,7692.307692307692,New Delhi,original,Dwarka Sector 8,New Delhi,28.5825,77.046,229.58,2.93
11500000.0,"Vaibhav Khand, Ghaziabad, Delhi NCR",2100.0,28.6357095,77.3655985,4.0,4.0,2.0,Ready to Move,Resale,Furnished,Individual House,5476.190476190476,Ghaziabad,original,Sector 62 Noida,Noida,28.627,77.373,224.41,1.21
7000000.0,"Sector 1, Greater Noida, Sector 1, Greater Noida, Delhi NCR",1710.0,28.5661101,77.4406099,3.0,4.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House,4093.567251461988,Greater Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,9.46
11800000.0,"Plot No. 14, Sector 75, Noida, Uttar Pradesh 201301, Sector 75, Noida, Delhi NCR",1660.0,28.575428009033203,77.38191986083984,3.0,3.0,5.0,Ready to Move,Resale,Semi-Furnished,Individual House,7108.433734939759,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,5.8
3300000.0,"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1100.0,28.666747,77.479096,2.0,3.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,3000.0,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,3.62
4100000.0,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1200.0,28.6900486,77.3405361,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,3416.6666666666665,Ghaziabad,original,IHBAS Dilshad Garden,New Delhi,28.683,77.312,193.04,2.89
3500000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",950.0,28.6467392,77.3709475,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,3684.2105263157896,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.48
4500000.0,"Crossings Republik, Ghaziabad, Delhi NCR",1250.0,28.626162,77.437698,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,3600.0,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,4.56
4000000.0,"Lal Kuan, Lal Kuan, Ghaziabad, Delhi NCR",1100.0,28.635705947876,77.4808044433594,2.0,2.0,2.0,Ready to Move,New Property,Semi-Furnished,Flat,3636.363636363637,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,5.14
8000000.0,"M-1/9, 2nd Floor, Model Town 3, New Delhi-110009, Model Town Phase 3, New Delhi - North, Delhi NCR",891.0,28.710844039916992,77.18419647216797,3.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,8978.675645342311,New Delhi,original,North Campus DU,New Delhi,28.7041,77.1926,207.13,1.11
4800000.0,"302, Homezope one, 3ed floor shanti nagar, gali no.1, Rajiv Chowk, Gurgaon, Delhi NCR",900.0,28.445883,77.033563,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House,5333.333333333333,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,0.87
2400000.0,"M-182, M. P. Enclave, Chakki wali gali, Shastri Nagar, Shastri Nagar, Ghaziabad, Delhi NCR",715.0,28.671142578125,77.47815704345703,2.0,2.0,1.0,Ready to Move,Resale,Unfurnished,Flat,3356.6433566433566,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,3.56
5500000.0,"50 street number 7 uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",1200.0,28.621288299560547,77.05307006835938,4.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,4583.333333333333,New Delhi,original,NSIT Dwarka,New Delhi,28.6083,77.0321,212.95,2.51
4900000.0,"Tech Zone, Greater Noida, Delhi NCR",1390.0,28.400922,77.51969,3.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Individual House,3525.179856115108,Greater Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,8.31
3300000.0,"Migsun green mensionsite c zeta 1 extensiongreater noida u.p, Zeta 1, Greater Noida, Delhi NCR",995.0,28.5028971,77.526218,2.0,2.0,3.0,Ready to Move,Resale,Unfurnished,Flat,3316.5829145728644,Greater Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,3.84
6500000.0,"Sector 21C, Faridabad, Delhi NCR",1200.0,28.430349349975582,77.29561614990234,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,5416.666666666667,Faridabad,original,Sector 16A,Faridabad,28.367,77.312,199.36,7.22
6000000.0,"83 A dhawal giri apartment sector 11 noida, Sector 11, Noida, Delhi NCR",1000.0,28.5979501,77.3347665,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,6000.0,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,4.94
4400000.0,"Sector 86, Faridabad, Sector 86, Faridabad, Delhi NCR",1165.0,28.404368478163,77.3360770274415,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Individual House,3776.824034334764,Faridabad,original,Sector 16A,Faridabad,28.367,77.312,199.36,4.78
14000000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",2600.0,28.423049,77.08741,5.0,5.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,5384.615384615385,Gurgaon,original,Aya Nagar,New Delhi,28.4725,77.1097,186.49,5.91
6600000.0,"Plumeria Garden Approach Rd, Plumeria Garden Estate, Omicron III, Greater Noida, Uttar Pradesh, Omicron 3, Greater Noida, Delhi NCR",1737.0,28.4751606,77.55141449,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,3799.654576856649,Greater Noida,original,Knowledge Park III,Greater Noida,28.4744,77.504,194.53,4.64
11500000.0,"Krishna Apra Sapphire, Indirapuram, Ghaziabad, Pin-201014, Indirapuram, Ghaziabad, Delhi NCR",1890.0,28.638293,77.3658366981482,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6084.656084656084,Ghaziabad,original,Sector 62 Noida,Noida,28.627,77.373,224.41,1.44
3800000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",995.0,28.606945,77.455578568448,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Individual House,3819.095477386935,Greater Noida,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,6.81
5500000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1720.0,28.7231877154559,77.4446291431121,3.0,3.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat,3197.6744186046512,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,6.25
7000000.0,"Hari Nagar, New Delhi - West, Delhi NCR",1100.0,28.624574661254883,77.10897827148438,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,6363.636363636364,New Delhi,original,Pusa DPCC,New Delhi,28.6381,77.1497,201.17,4.25
7500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1592.0,28.645795,77.38219,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,4711.05527638191,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,2.23
10000000.0,"404, Sector 79, Gurgaon, Delhi NCR",1490.0,28.37423557,76.95241631,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6711.4093959731545,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,11.08
6000000.0,"002, 95J, Bharat Residency, sector 15 part2, Near 32 Milestone, Sector 15 Part 2, Gurgaon, Delhi NCR",1000.0,28.4600887298584,77.044921875,2.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,6000.0,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,2.16
14000000.0,"Meerut Road Industrial Area, Ghaziabad, Delhi NCR",2800.0,28.694494247436523,77.44287872314453,6.0,4.0,3.0,Ready to Move,Resale,Unfurnished,Flat,5000.0,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,3.06
12000000.0,"Dwarka Expressway, Gurgaon, Delhi NCR",1835.0,28.4450106,76.9584411,3.0,3.0,4.0,Ready to Move,New Property,Furnished,Flat,6539.509536784741,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,6.63
