price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,source,nearest_station,station_city,station_lat,station_lon,annual_aqi,dist_to_station_km
15000000.0,"flat number 703, kalypso tower 4, jaypee wish town noida, sector 128, Sector 128, Noida, Delhi NCR",1800.0,28.529146,77.355843,2.0,3.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,8333.333333333334,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,3.15
5500000.0,"Noida Extension, Noida., Noida Extension, Noida, Delhi NCR",1440.0,28.587499354879053,77.44316979301459,3.0,2.0,5.0,Ready to Move,Resale,Semi-Furnished,Flat,3819.444444444444,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,8.14
4200000.0,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1040.0,28.616204,77.422256,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,4038.4615384615386,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,4.96
3900000.0,"Noida extension., Noida Extension, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,3804.878048780488,Greater Noida,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,11.02
10000000.0,"Sector 16 Vasundhara, Ghaziabad, Delhi NCR",1836.0,28.6571606,77.355748,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Individual House,5446.623093681917,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,0.93
7600000.0,"Vaishali Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",1350.0,28.645769,77.38511,3.0,2.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat,5629.62962962963,Ghaziabad,original,Sector 62 Noida,Noida,28.627,77.373,224.41,2.4
3900000.0,"Sector 81, Gurgaon, Sector 81, Gurgaon, Delhi NCR",800.0,28.387731,76.96791987,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,4875.0,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,8.96
9000000.0,"sector 103 gurgaon, Dwarka Expressway, Gurgaon, Delhi NCR",1481.0,28.49744987487793,77.02709197998047,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,6076.975016880486,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,5.28
8350000.0,"lotus boulevard, Sector 100, Noida, Delhi NCR",1398.0,28.5434121846104,77.367853,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,5972.818311874106,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,3.8
13500000.0,"Adhunik CGHS, Opp Tau Devil Lal Bio DiversitPark, Sector 52, Gurugram, Delhi NCR, Sector 52, Gurgaon, Delhi NCR",2150.0,28.435208771263,77.0902252334016,3.0,3.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House,6279.069767441861,Gurgaon,original,Aya Nagar,New Delhi,28.4725,77.1097,186.49,4.56
5310000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100.0,28.6467392,77.3709475,3.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,4827.272727272727,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.48
15000000.0,"Sector 68, Gurgaon, Delhi NCR",1960.0,28.3907304,77.05782257,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,7653.061224489796,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.29
17500000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",2450.0,28.482277,76.99199526,3.0,3.0,3.0,Ready to Move,New Property,Semi-Furnished,Flat,7142.857142857143,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,4.89
5000000.0,"Aspire1106, Sector 78, Noida, Delhi NCR",1000.0,28.5604873040921,77.384084,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,5000.0,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,5.66
3500000.0,"Gali No 9, Garhi Jharia Maria, New Delhi - South, Delhi NCR",850.0,28.559850692749023,77.24765014648438,2.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,4117.64705882353,New Delhi,original,Nehru Nagar,New Delhi,28.5682,77.2502,216.62,0.96
4550000.0,"Krishna Park Colony, New Delhi - South, Delhi NCR",950.0,28.50809,77.2314673,3.0,2.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,4789.473684210527,New Delhi,original,Sri Aurobindo Marg,New Delhi,28.5407,77.2011,188.18,4.69
4000000.0,"Amritpuri B East of Kailash, Amritpuri, New Delhi - South, Delhi NCR",700.0,28.558586,77.2511855,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,5714.285714285715,New Delhi,original,Nehru Nagar,New Delhi,28.5682,77.2502,216.62,1.07
3500000.0,"Shalimar Garden Exten 1 near Gulmohar park, Shalimar garden, Ghaziabad, Delhi NCR",750.0,28.6895694732666,77.33861541748047,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4666.666666666667,Ghaziabad,original,IHBAS Dilshad Garden,New Delhi,28.683,77.312,193.04,2.7
3500000.0,"205. Hardik tower sector 53 Noida, Sector 53, Noida, Delhi NCR",950.0,28.5905383,77.35981,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Individual House,3684.2105263157896,Noida,original,Sector 62 Noida,Noida,28.627,77.373,224.41,4.25
2400000.0,"Gali No-15 Sadnagar Palam New Delhi-110045, Palam Colony, New Delhi - Dwarka, Delhi NCR",540.0,28.59227180480957,77.08367919921875,2.0,2.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,4444.444444444444,New Delhi,original,Dwarka Sector 8,New Delhi,28.5825,77.046,229.58,3.84
9500000.0,"Patel Nagar West, New Delhi - West, Delhi NCR",1200.0,28.652429,77.1643181,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,7916.666666666667,New Delhi,original,Shadipur,New Delhi,28.6512,77.1507,202.83,1.34
10500000.0,"Sector 65, Gurgaon, Delhi NCR",1020.0,28.3978564,77.07393158,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,10294.117647058823,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.46
7500000.0,"G 033., Sector 108, Gurgaon, Delhi NCR",1505.0,28.512136,76.986899,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4983.388704318937,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.9
4800000.0,"Ghaziabad, Vivekanand Nagar, Ghaziabad, Delhi NCR",1232.0,28.652807235717773,77.45092010498047,6.0,3.0,2.0,Ready to Move,Resale,Unfurnished,Flat,3896.103896103896,Ghaziabad,original,Sanjay Nagar,Ghaziabad,28.667,77.442,219.64,1.8
5600000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",929.0,28.436305,77.13605,2.0,2.0,1.0,Ready to Move,Resale,Semi-Furnished,Flat,6027.987082884823,Gurgaon,original,Gwal Pahari,Gurgaon,28.42,77.15,219.39,2.27
8500000.0,"Vaishali, Ghaziabad, Delhi NCR",1350.0,28.647938,77.340697,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,6296.2962962962965,Ghaziabad,original,Anand Vihar,New Delhi,28.6469,77.3152,247.76,2.49
4700000.0,"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1085.0,28.646509,77.3814882767311,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4331.797235023041,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,2.13
8500000.0,"Sector 108, Gurgaon, Delhi NCR",1790.0,28.512136,76.986899,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,4748.603351955308,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.9
10000000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",1689.0,28.487018,76.998009,3.0,3.0,4.0,Ready to Move,New Property,Semi-Furnished,Flat,5920.663114268798,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,4.94
18000000.0,"Sector 67, Gurgaon, Sector 67, Gurgaon, Delhi NCR",2411.0,28.391644,77.06486457,3.0,3.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,7465.781833264205,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.52
12400000.0,"2nd floor metro view apartment sector 13 B dwarka, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",1650.0,28.6016822982437,77.0319327881991,3.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,7515.151515151515,New Delhi,original,NSIT Dwarka,New Delhi,28.6083,77.0321,212.95,0.74
7700000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1685.0,28.5092080113141,77.4066255380327,3.0,4.0,4.0,Ready to Move,Resale,Unfurnished,Flat,4569.73293768546,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,8.55
6000000.0,"Vaishali, Ghaziabad, Delhi NCR",1050.0,28.648794,77.3425322478785,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,5714.285714285715,Ghaziabad,original,Vasundhara,Ghaziabad,28.659,77.365,225.23,2.47
12500000.0,"sector 6 dwarka, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1300.0,28.59344,77.065951,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,9615.384615384615,New Delhi,original,Dwarka Sector 8,New Delhi,28.5825,77.046,229.58,2.3
6380000.0,"Chhatarpur New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",1170.0,28.495893478393555,77.18599700927734,3.0,2.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,5452.991452991453,New Delhi,original,Sri Aurobindo Marg,New Delhi,28.5407,77.2011,188.18,5.2
7400000.0,"Sohna Road, Gurgaon, Sector 33, Gurgaon, Delhi NCR",1275.0,28.28709602355957,77.06906127929688,2.0,2.0,2.0,Ready to Move,New Property,Semi-Furnished,Flat,5803.921568627451,Gurgaon,original,Gwal Pahari,Gurgaon,28.42,77.15,219.39,16.77
8400000.0,"Sector 84, Gurugram, Haryana, Sihi, Gurgaon, Delhi NCR",1890.0,28.410466,76.962531,3.0,3.0,4.0,Ready to Move,Resale,Semi-Furnished,Flat,4444.444444444444,Gurgaon,original,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.61
6400000.0,"Sector 76, Noida, Sector 76, Noida, Delhi NCR",1455.0,28.570142,77.3862730013034,3.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Individual House,4398.625429553264,Noida,original,Sector 125 Noida,Noida,28.5448,77.329,202.65,6.26
