price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,nearest_station,station_city,station_lat,station_lon,annual_aqi,dist_to_station_km,log_price_sqft,aqi_100,log_area,furnishing_score,is_new,is_ready,aqi_delta,aqi_delta_100,pct_uplift,price_uplift_rs,ols_residual,pct_uplift_sl,price_uplift_sl
9000000.0,"sector 103 gurgaon, Dwarka Expressway, Gurgaon, Delhi NCR",1481.0,28.49744987487793,77.02709197998047,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,6076.975016880486,Gurgaon,Vikas Sadan,Gurgaon,28.45,77.026,177.78,5.28,8.712262321032695,1.7778,7.300472814267799,0,0,1,-28.619137430757064,-0.28619137430757063,0.0,0.0,0.0995716906218664,0.0,0.0
8350000.0,"lotus boulevard, Sector 100, Noida, Delhi NCR",1398.0,28.5434121846104,77.367853,2.0,2.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,5972.818311874106,Noida,Sector 125 Noida,Noida,28.5448,77.329,202.65,3.8,8.694974174033282,2.0265,7.242797922793756,1,0,1,-3.7491374307570595,-0.037491374307570595,0.0,0.0,0.1240750980167693,0.0,0.0
13500000.0,"Adhunik CGHS, Opp Tau Devil Lal Bio DiversitPark, Sector 52, Gurugram, Delhi NCR, Sector 52, Gurgaon, Delhi NCR",2150.0,28.435208771263,77.0902252334016,3.0,3.0,4.0,Ready to Move,Resale,Semi-Furnished,Individual House,6279.069767441861,Gurgaon,Aya Nagar,New Delhi,28.4725,77.1097,186.49,4.56,8.744977122286949,1.8649,7.673223121121708,1,0,1,-19.909137430757056,-0.19909137430757057,0.0,0.0,0.0306087293547197,0.0,0.0
5310000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100.0,28.6467392,77.3709475,3.0,2.0,2.0,Ready to Move,Resale,Furnished,Flat,4827.272727272727,Ghaziabad,Vasundhara,Ghaziabad,28.659,77.365,225.23,1.48,8.48203693443166,2.2523,7.003065458786462,2,0,1,18.830862569242925,0.18830862569242923,0.052876945135514,280776.57866957935,-0.0113562434065759,-0.0015011285077207726,-7970.992375997303
15000000.0,"Sector 68, Gurgaon, Delhi NCR",1960.0,28.3907304,77.05782257,3.0,3.0,2.0,Ready to Move,Resale,Semi-Furnished,Flat,7653.061224489796,Gurgaon,Vikas Sadan,Gurgaon,28.45,77.026,177.78,7.29,8.942861006841921,1.7778,7.580699752224563,1,0,1,-28.619137430757064,-0.28619137430757063,0.0,0.0,0.225994520636469,0.0,0.0
17500000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",2450.0,28.482277,76.99199526,3.0,3.0,3.0,Ready to Move,New Property,Semi-Furnished,Flat,7142.857142857143,Gurgaon,Vikas Sadan,Gurgaon,28.45,77.026,177.78,4.89,8.87386813535497,1.7778,7.803843303538772,1,1,1,-28.619137430757064,-0.28619137430757063,0.0,0.0,0.0532841407202528,0.0,0.0
5000000.0,"Aspire1106, Sector 78, Noida, Delhi NCR",1000.0,28.5604873040921,77.384084,2.0,2.0,3.0,Ready to Move,Resale,Semi-Furnished,Flat,5000.0,Noida,Sector 125 Noida,Noida,28.5448,77.329,202.65,5.66,8.517193191416238,2.0265,6.907755278982137,1,0,1,-3.7491374307570595,-0.037491374307570595,0.0,0.0,0.0235511411216222,0.0,0.0
3500000.0,"Gali No 9, Garhi Jharia Maria, New Delhi - South, Delhi NCR",850.0,28.559850692749023,77.24765014648438,2.0,2.0,1.0,Ready to Move,Resale,Furnished,Flat,4117.64705882353,New Delhi,Nehru Nagar,New Delhi,28.5682,77.2502,216.62,0.96,8.32303717697528,2.1662,6.745236349484363,2,0,1,10.22086256924294,0.10220862569242939,0.0283618114323787,99266.34001332546,-0.1344628419714801,-0.0008150501497393714,-2852.6755240878
4550000.0,"Krishna Park Colony, New Delhi - South, Delhi NCR",950.0,28.50809,77.2314673,3.0,2.0,1.0,Ready to Move,New Property,Semi-Furnished,Flat,4789.473684210527,New Delhi,Sri Aurobindo Marg,New Delhi,28.5407,77.2011,188.18,4.69,8.474175806332546,1.8818,6.856461984594587,1,1,1,-18.21913743075706,-0.1821913743075706,0.0,0.0,-0.0994955931326604,0.0,0.0
4000000.0,"Amritpuri B East of Kailash, Amritpuri, New Delhi - South, Delhi NCR",700.0,28.558586,77.2511855,2.0,2.0,2.0,Ready to Move,Resale,Unfurnished,Flat,5714.285714285715,New Delhi,Nehru Nagar,New Delhi,28.5682,77.2502,216.62,1.07,8.650724584040761,2.1662,6.551080335043404,0,0,1,10.22086256924294,0.10220862569242939,0.0283618114323787,113447.2457295148,0.3171121530012115,-0.0008150501497393714,-3260.2005989574855
